url,stories_id,tweet_finder_embeds,tweet_finder_mentions,goose_embeds,tweet_finder_js_embeds,tweet_finder_js_mentions
https://www.mirror.co.uk/news/uk-news/stepdad-screamed-hes-gone-battled-24588160,1997046532,0,0,0,0,0
https://financialpost.com/pmn/business-pmn/asia-shares-turn-cautious-ahead-of-u-s-inflation,1953163680,0,0,0,0,0
https://www.dailymail.co.uk/tvshowbiz/article-9266785/Olivia-Wilde-praises-lovely-Chris-Pine-one-hell-performance-Dont-Worry-Darling.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,1854023507,0,0,0,0,0
https://denver.cbslocal.com/2021/06/28/firestone-fireworks-4th-july-miners-park-independence-day-parade/,1978375043,0,0,0,0,0
http://rss.cnn.com/~r/rss/cnn_latest/~3/lqdbwNSluf8/index.html,1831376710,0,0,0,0,0
https://www.news4jax.com/business/2021/07/26/vaccine-maker-biontech-to-use-mrna-tech-to-target-malaria/,2001332931,0,0,0,0,0
https://citizen.co.za/news/covid-19/2437797/we-can-still-use-astrazeneca-vaccine-but-the-clock-is-ticking-expert/,1846267735,0,0,0,0,0
https://guardian.ng/news/insecurity-in-oyo-reps-want-assailants-of-igangan-town-prosecuted/,1955013275,0,0,0,0,0
https://www.boisestatepublicradio.org/post/ruth-bader-ginsburg-anne-frank-and-their-idaho-connections,1847794634,0,0,0,0,0
http://archive.org/details/manual_SKW320_OM_ONKYO_EN_DE_FR_NL,1942250442,0,0,0,0,0
"http://ourcoloradonews.com/stories/season-b-goes-ahead-after-much-consideration,372194",1837859879,0,0,0,0,0
https://toronto.citynews.ca/2021/07/16/ontario-medical-association-vaccinations/,1992533819,0,1,0,0,0
https://tj.news/story/101575597?ref=rss,1945158325,0,0,0,0,0
https://tribuneonlineng.com/stolen-artefacts-benin-coalition-takes-on-obaseki/,1975602385,0,0,0,0,0
https://www.scmp.com/abacus/tech/article/3127117/meituan-didi-baidu-and-chinas-big-tech-erase-hms-online-presence-amid,1888944113,0,0,0,0,0
https://www.tahoedailytribune.com/news/opinion/lets-help-businesses-thrive-in-a-post-covid-world-opinion/,1993397835,0,0,0,0,0
https://www.engadget.com/roku-originals-quibi-may-20th-streaming-day-130016440.html,1930138545,0,0,0,0,0
https://cogsima2018.org/birth-year-chart/,1859408824,0,0,0,0,0
https://www.theatlantavoice.com/articles/morris-walmart-collaborates-with-mckinsey-co-on-report-race-in-the-workplace-the-black-experience/,1860250656,0,0,0,0,0
https://www.latestnigeriannews.com/p/715151/how-charlotte-bwana-leads-partnerships-at-audiomack.html,1988936678,0,0,0,0,0
https://www.mirror.co.uk/news/uk-news/relatives-birmingham-pub-bombings-victims-24639955,2003874723,0,0,0,0,0
https://damba.cogsima2018.org/knee-location-chart/,1854340592,0,0,0,0,0
https://www.nhregister.com/news/article/Mexican-president-defends-record-on-women-s-issues-16009000.php,1873298129,0,0,0,0,0
https://www.sootoday.com/national-sports/verdugo-red-sox-rally-from-4-down-top-blue-jays-6-5-in-9th-3869273,1958685726,0,0,0,0,0
https://www.slideshare.net/yamleturdu/read-a-dusting-of-snow-books-for-dementia-patients-volume-2,1825134356,0,0,0,0,0
https://www.villagenews.com/story/2021/01/14/news/san-diego-county-reports-3027-new-covid-19-cases-28-deaths/64871.html,1826343388,0,0,0,0,0
https://www.youtube.com/watch?v=8BUDgpNY-Xc&feature=youtu.be,1930245833,0,0,0,0,0
http://jamaica-gleaner.com/article/lead-stories/20210302/mongoose-town-wants-break-sundays-deadly-curse,1867323851,0,0,0,0,0
https://www.newkerala.com/news/2021/60015.htm,1919907674,0,0,0,0,0
http://www.abc.net.au/news/2021-02-24/victoria-records-no-new-coronavirus-cases/13185076,1861601757,0,0,0,0,0
